G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,P_ID,START_CK,BAT_ORDER_NO,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN,P_HIT_CN
20190323HHOB0,20190323,HH,OB,0,T,75808,1,1,5,5,0,2,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20190323HHOB0,20190323,HH,OB,0,T,76753,1,2,5,4,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
20190323HHOB0,20190323,OB,HH,0,B,77248,1,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20190323HHOB0,20190323,OB,HH,0,B,78224,1,4,4,2,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0
20190323HHOB0,20190323,HH,OB,0,T,78288,1,8,4,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
20190323HHOB0,20190323,OB,HH,0,B,79215,1,3,4,4,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190323HHOB0,20190323,OB,HH,0,B,79231,1,2,4,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
20190323HHOB0,20190323,OB,HH,0,B,79240,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20190323KTSK0,20190323,KT,SK,0,T,60343,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190323KTSK0,20190323,KT,SK,0,T,60558,1,7,4,3,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
20190323KTSK0,20190323,SK,KT,0,B,62884,1,8,4,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0
20190323KTSK0,20190323,SK,KT,0,B,62895,1,2,4,3,2,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20190323KTSK0,20190323,SK,KT,0,B,63123,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190323KTSK0,20190323,SK,KT,0,B,63704,1,1,5,4,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1
20190323KTSK0,20190323,KT,SK,0,T,64006,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20190323KTSK0,20190323,KT,SK,0,T,64166,1,9,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
20190323KTSK0,20190323,KT,SK,0,T,67025,1,4,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0
20190323KTSK0,20190323,SK,KT,0,B,67872,1,4,4,4,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190323KTSK0,20190323,KT,SK,0,T,68050,1,3,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
20190323KTSK0,20190323,SK,KT,0,B,71837,1,7,4,3,0,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
20190323KTSK0,20190323,KT,SK,0,T,73113,1,2,5,4,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0
20190323KTSK0,20190323,KT,SK,0,T,74215,1,6,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0
20190323KTSK0,20190323,KT,SK,0,T,74339,1,5,4,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.5,2,1
20190323KTSK0,20190323,SK,KT,0,B,75151,1,6,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
20190323KTSK0,20190323,SK,KT,0,B,75847,1,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
20190323KTSK0,20190323,KT,SK,0,T,76313,1,1,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
20190323KTSK0,20190323,SK,KT,0,B,76802,1,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
20190323KTSK0,20190323,SK,KT,0,B,76812,1,5,4,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1
20190323KTSK0,20190323,SK,KT,0,B,76869,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190323KTSK0,20190323,KT,SK,0,T,78548,1,8,4,4,2,1,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
20190323LGHT0,20190323,LG,HT,0,T,61102,1,8,3,3,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
20190323LGHT0,20190323,LG,HT,0,T,62164,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20190323LGHT0,20190323,HT,LG,0,B,63722,1,8,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
20190323LGHT0,20190323,LG,HT,0,T,65207,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20190323LGHT0,20190323,HT,LG,0,B,66606,1,9,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0
20190323LGHT0,20190323,LG,HT,0,T,69150,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
20190323LGHT0,20190323,HT,LG,0,B,69605,1,2,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
20190323LGHT0,20190323,HT,LG,0,B,70410,1,5,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
20190323LGHT0,20190323,LG,HT,0,T,72133,1,6,4,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
20190323LGHT0,20190323,HT,LG,0,B,72443,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
20190323LGHT0,20190323,LG,HT,0,T,76290,1,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
20190323LGHT0,20190323,HT,LG,0,B,76849,1,6,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
20190323LGHT0,20190323,LG,HT,0,T,78135,1,1,4,4,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
20190323LGHT0,20190323,HT,LG,0,B,78603,1,1,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
20190323LGHT0,20190323,HT,LG,0,B,78629,1,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
20190323LGHT0,20190323,LG,HT,0,T,79109,1,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0
20190323LGHT0,20190323,LG,HT,0,T,79150,1,9,3,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0
20190323LGHT0,20190323,LG,HT,0,T,79192,1,5,4,4,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20190323LGHT0,20190323,LG,HT,0,T,79198,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190323LGHT0,20190323,LG,HT,0,T,79530,1,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
20190323LGHT0,20190323,HT,LG,0,B,79608,1,3,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
20190323SSNC0,20190323,NC,SS,0,B,60566,1,1,4,4,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20190323SSNC0,20190323,SS,NC,0,T,61197,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20190323SSNC0,20190323,SS,NC,0,T,61404,1,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
20190323SSNC0,20190323,SS,NC,0,T,62404,1,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0
20190323SSNC0,20190323,SS,NC,0,T,62415,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
20190323SSNC0,20190323,NC,SS,0,B,62931,1,2,4,2,2,3,1,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0
20190323SSNC0,20190323,NC,SS,0,B,62934,1,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
20190323SSNC0,20190323,NC,SS,0,B,63963,1,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190323SSNC0,20190323,SS,NC,0,T,64793,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190323SSNC0,20190323,SS,NC,0,T,66838,1,5,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190323SSNC0,20190323,SS,NC,0,T,67450,1,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
20190323SSNC0,20190323,SS,NC,0,T,69453,1,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190323SSNC0,20190323,NC,SS,0,B,69950,1,4,4,3,3,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,1,1
20190323SSNC0,20190323,NC,SS,0,B,73213,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190323SSNC0,20190323,NC,SS,0,B,73306,1,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
20190323SSNC0,20190323,NC,SS,0,B,74465,1,3,4,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0
20190323SSNC0,20190323,SS,NC,0,T,74540,1,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20190323SSNC0,20190323,SS,NC,0,T,75566,1,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20190323SSNC0,20190323,NC,SS,0,B,76232,1,5,4,3,2,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
20190323SSNC0,20190323,NC,SS,0,B,78813,1,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20190323SSNC0,20190323,SS,NC,0,T,79402,1,9,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
20190323WOLT0,20190323,LT,WO,0,B,60523,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20190323WOLT0,20190323,LT,WO,0,B,62556,1,9,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20190323WOLT0,20190323,LT,WO,0,B,64022,1,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20190323WOLT0,20190323,WO,LT,0,T,64300,1,2,5,5,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
20190323WOLT0,20190323,WO,LT,0,T,64346,1,6,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0.333333333,3,1
20190323WOLT0,20190323,LT,WO,0,B,64504,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190323WOLT0,20190323,WO,LT,0,T,65399,1,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
20190323WOLT0,20190323,LT,WO,0,B,65586,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20190323WOLT0,20190323,WO,LT,0,T,66354,1,9,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
20190323WOLT0,20190323,WO,LT,0,T,67304,1,8,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0
20190323WOLT0,20190323,WO,LT,0,T,67341,0,7,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,2,1
20190323WOLT0,20190323,LT,WO,0,B,67539,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190323WOLT0,20190323,WO,LT,0,T,68345,1,4,5,2,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0
20190323WOLT0,20190323,LT,WO,0,B,68525,1,6,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,2,1
20190323WOLT0,20190323,LT,WO,0,B,69530,1,7,4,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
20190323WOLT0,20190323,LT,WO,0,B,71564,1,4,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,1,0
20190323WOLT0,20190323,WO,LT,0,T,75125,1,3,5,5,4,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.666666667,3,2
20190323WOLT0,20190323,LT,WO,0,B,76249,1,1,5,5,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20190323WOLT0,20190323,LT,WO,0,B,76509,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20190323WOLT0,20190323,LT,WO,0,B,77463,1,5,4,3,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0.5,2,1
20190323WOLT0,20190323,LT,WO,0,B,77532,1,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0
20190323WOLT0,20190323,WO,LT,0,T,78168,1,1,5,4,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,1,1
20190323WOLT0,20190323,LT,WO,0,B,78513,1,3,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.5,2,1
20190323WOLT0,20190323,WO,LT,0,T,79334,1,5,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0
20190323WOLT0,20190323,WO,LT,0,T,79456,0,9,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190324HHOB0,20190324,OB,HH,0,B,61104,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20190324HHOB0,20190324,HH,OB,0,T,61554,0,2,3,3,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
20190324HHOB0,20190324,OB,HH,0,B,62234,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20190324HHOB0,20190324,OB,HH,0,B,62244,1,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190324HHOB0,20190324,HH,OB,0,T,62700,1,8,4,4,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,2,1
20190324HHOB0,20190324,HH,OB,0,T,62797,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190324HHOB0,20190324,OB,HH,0,B,63202,0,8,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190324HHOB0,20190324,HH,OB,0,T,64717,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190324HHOB0,20190324,HH,OB,0,T,66706,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
20190324HHOB0,20190324,HH,OB,0,T,68730,1,4,5,4,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20190324HHOB0,20190324,HH,OB,0,T,68743,1,9,4,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,2,1
20190324HHOB0,20190324,OB,HH,0,B,69209,1,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20190324HHOB0,20190324,OB,HH,0,B,69238,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190324HHOB0,20190324,HH,OB,0,T,69737,0,5,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20190324HHOB0,20190324,HH,OB,0,T,71752,1,5,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
20190324HHOB0,20190324,HH,OB,0,T,73136,1,6,5,3,0,2,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0
20190324HHOB0,20190324,OB,HH,0,B,74206,1,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20190324HHOB0,20190324,OB,HH,0,B,75334,1,5,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
20190324HHOB0,20190324,HH,OB,0,T,75808,1,1,5,3,1,1,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,1,0
20190324HHOB0,20190324,HH,OB,0,T,76753,1,3,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
20190324HHOB0,20190324,OB,HH,0,B,77248,1,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
20190324HHOB0,20190324,OB,HH,0,B,78224,1,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
20190324HHOB0,20190324,HH,OB,0,T,78288,1,7,4,3,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1
20190324HHOB0,20190324,HH,OB,0,T,78756,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190324HHOB0,20190324,OB,HH,0,B,79215,1,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20190324HHOB0,20190324,OB,HH,0,B,79231,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20190324HHOB0,20190324,OB,HH,0,B,79240,1,1,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
20190324HHOB0,20190324,OB,HH,0,B,79290,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20190324KTSK0,20190324,KT,SK,0,T,60343,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190324KTSK0,20190324,KT,SK,0,T,60558,1,7,4,4,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,2,0
20190324KTSK0,20190324,SK,KT,0,B,61353,0,6,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20190324KTSK0,20190324,SK,KT,0,B,62802,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190324KTSK0,20190324,SK,KT,0,B,62895,1,2,4,4,2,1,2,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,1,1
20190324KTSK0,20190324,SK,KT,0,B,63123,1,7,4,3,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1
20190324KTSK0,20190324,SK,KT,0,B,63704,1,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20190324KTSK0,20190324,KT,SK,0,T,64004,1,9,3,2,2,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,1,1
20190324KTSK0,20190324,KT,SK,0,T,64006,0,6,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20190324KTSK0,20190324,KT,SK,0,T,67025,1,4,4,2,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0
20190324KTSK0,20190324,SK,KT,0,B,67872,1,4,4,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
20190324KTSK0,20190324,KT,SK,0,T,68050,1,3,4,4,0,0,2,1,0,0,2,0,0,0,0,0,0,1,0,0,2,0,1,0
20190324KTSK0,20190324,SK,KT,0,B,71837,1,1,4,4,0,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0
20190324KTSK0,20190324,KT,SK,0,T,73113,1,2,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0
20190324KTSK0,20190324,KT,SK,0,T,74215,1,6,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.5,2,1
20190324KTSK0,20190324,KT,SK,0,T,74339,1,5,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,2,1
20190324KTSK0,20190324,SK,KT,0,B,75151,1,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20190324KTSK0,20190324,SK,KT,0,B,75847,1,3,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0
20190324KTSK0,20190324,KT,SK,0,T,76313,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
20190324KTSK0,20190324,SK,KT,0,B,76802,1,8,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20190324KTSK0,20190324,SK,KT,0,B,76812,1,5,4,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
20190324KTSK0,20190324,SK,KT,0,B,76869,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20190324KTSK0,20190324,KT,SK,0,T,78548,1,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
20190324LGHT0,20190324,LG,HT,0,T,61102,1,8,5,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
20190324LGHT0,20190324,LG,HT,0,T,61186,0,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20190324LGHT0,20190324,HT,LG,0,B,62864,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20190324LGHT0,20190324,HT,LG,0,B,63722,1,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20190324LGHT0,20190324,HT,LG,0,B,65610,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
20190324LGHT0,20190324,HT,LG,0,B,66606,1,9,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0
20190324LGHT0,20190324,LG,HT,0,T,69150,1,4,5,5,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
20190324LGHT0,20190324,HT,LG,0,B,69605,1,2,4,4,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
20190324LGHT0,20190324,HT,LG,0,B,70410,1,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
20190324LGHT0,20190324,LG,HT,0,T,72133,1,6,5,4,2,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0.5,2,1
20190324LGHT0,20190324,HT,LG,0,B,72443,1,4,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
20190324LGHT0,20190324,LG,HT,0,T,76290,1,3,5,4,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.5,2,1
20190324LGHT0,20190324,HT,LG,0,B,76849,1,6,4,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,2,1
20190324LGHT0,20190324,LG,HT,0,T,78135,1,1,6,4,0,2,3,1,0,0,0,1,0,0,2,0,0,0,0,0,2,0,1,0
20190324LGHT0,20190324,HT,LG,0,B,78603,1,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190324LGHT0,20190324,HT,LG,0,B,78629,1,7,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0
20190324LGHT0,20190324,LG,HT,0,T,79109,1,2,5,4,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,2,1
20190324LGHT0,20190324,LG,HT,0,T,79150,1,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0
20190324LGHT0,20190324,LG,HT,0,T,79192,1,5,5,5,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
20190324LGHT0,20190324,LG,HT,0,T,79198,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190324LGHT0,20190324,LG,HT,0,T,79530,1,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20190324LGHT0,20190324,HT,LG,0,B,79608,1,3,4,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
20190324SSNC0,20190324,NC,SS,0,B,60566,1,1,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
20190324SSNC0,20190324,SS,NC,0,T,61197,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20190324SSNC0,20190324,SS,NC,0,T,61404,1,6,5,5,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
