G_ID,GDAY_DS,VISIT_KEY,HOME_KEY,HEADER_NO,GWEEK,STADIUM,ACG
20210512LGHT0,20210512,LG,HT,0,수,광주,1
20210512NCHH0,20210512,NC,HH,0,수,대전,1
20210512SKLT0,20210512,SK,LT,0,수,사직,1
20210512SSKT0,20210512,SS,KT,0,수,수원,1
20210512WOOB0,20210512,WO,OB,0,수,잠실,1
20210513LGHT0,20210513,LG,HT,0,목,광주,1
20210513NCHH0,20210513,NC,HH,0,목,대전,1
20210513SKLT0,20210513,SK,LT,0,목,사직,1
20210513SSKT0,20210513,SS,KT,0,목,수원,1
20210513WOOB0,20210513,WO,OB,0,목,잠실,1
20210514HHWO0,20210514,HH,WO,0,금,고척,1
20210514HTNC0,20210514,HT,NC,0,금,창원,1
20210514KTLT0,20210514,KT,LT,0,금,사직,1
20210514OBSK0,20210514,OB,SK,0,금,문학,1
20210514SSLG0,20210514,SS,LG,0,금,잠실,1
20210515HHWO0,20210515,HH,WO,0,토,고척,1
20210515HTNC0,20210515,HT,NC,0,토,창원,1
20210515KTLT0,20210515,KT,LT,0,토,사직,1
20210515SSLG0,20210515,SS,LG,0,토,잠실,1
20210516HHWO0,20210516,HH,WO,0,일,고척,1
20210517OBSK0,20210517,OB,SK,0,월,문학,1
20210517SSLG0,20210517,SS,LG,0,월,잠실,1
20210518LTHH0,20210518,LT,HH,0,화,대전,1
20210518NCLG0,20210518,NC,LG,0,화,잠실,1
20210518OBKT0,20210518,OB,KT,0,화,수원,1
20210518SKHT0,20210518,SK,HT,0,화,광주,1
20210518WOSS0,20210518,WO,SS,0,화,대구,1
20210519LTHH0,20210519,LT,HH,0,수,대전,1
20210519NCLG0,20210519,NC,LG,0,수,잠실,1
20210519OBKT0,20210519,OB,KT,0,수,수원,1
20210519SKHT0,20210519,SK,HT,0,수,광주,1
20210519WOSS0,20210519,WO,SS,0,수,대구,1
20210520NCLG0,20210520,NC,LG,0,목,잠실,1
20210521HTSS0,20210521,HT,SS,0,금,대구,1
20210521KTHH0,20210521,KT,HH,0,금,대전,1
20210521LGSK0,20210521,LG,SK,0,금,문학,1
20210521LTOB0,20210521,LT,OB,0,금,잠실,1
20210521NCWO0,20210521,NC,WO,0,금,고척,1
20210522HTSS0,20210522,HT,SS,0,토,대구,1
20210522KTHH0,20210522,KT,HH,0,토,대전,1
20210522LGSK0,20210522,LG,SK,0,토,문학,1
20210522LTOB0,20210522,LT,OB,0,토,잠실,1
20210522NCWO0,20210522,NC,WO,0,토,고척,1
20210523HTSS0,20210523,HT,SS,0,일,대구,1
20210523KTHH0,20210523,KT,HH,0,일,대전,1
20210523LGSK0,20210523,LG,SK,0,일,문학,1
20210523LTOB0,20210523,LT,OB,0,일,잠실,1
20210523NCWO0,20210523,NC,WO,0,일,고척,1
20210526HHOB0,20210526,HH,OB,0,수,잠실,1
20210526LGLT0,20210526,LG,LT,0,수,사직,1
20210526SKKT0,20210526,SK,KT,0,수,수원,1
20210526SSNC0,20210526,SS,NC,0,수,창원,1
20210526WOHT0,20210526,WO,HT,0,수,광주,1
20210527HHOB0,20210527,HH,OB,0,목,잠실,1
20210527LGLT0,20210527,LG,LT,0,목,사직,1
20210527SKKT0,20210527,SK,KT,0,목,수원,1
20210527SSNC0,20210527,SS,NC,0,목,창원,1
20210527WOHT0,20210527,WO,HT,0,목,광주,1
20210528KTHT0,20210528,KT,HT,0,금,광주,1
20210528OBSS0,20210528,OB,SS,0,금,대구,1
20210528SKHH0,20210528,SK,HH,0,금,대전,1
20210528WOLG0,20210528,WO,LG,0,금,잠실,1
20210529KTHT0,20210529,KT,HT,0,토,광주,1
20210529NCLT1,20210529,NC,LT,1,토,사직,1
20210529NCLT2,20210529,NC,LT,2,토,사직,1
20210529OBSS0,20210529,OB,SS,0,토,대구,1
20210529SKHH0,20210529,SK,HH,0,토,대전,1
20210529WOLG0,20210529,WO,LG,0,토,잠실,1
20210530KTHT0,20210530,KT,HT,0,일,광주,1
20210530NCLT0,20210530,NC,LT,0,일,사직,1
20210530OBSS0,20210530,OB,SS,0,일,대구,1
20210530SKHH0,20210530,SK,HH,0,일,대전,1
20210530WOLG0,20210530,WO,LG,0,일,잠실,1
20210601HTHH0,20210601,HT,HH,0,화,대전,1
20210601KTLG0,20210601,KT,LG,0,화,잠실,1
20210601LTWO0,20210601,LT,WO,0,화,고척,1
20210601OBNC0,20210601,OB,NC,0,화,창원,1
20210601SSSK0,20210601,SS,SK,0,화,문학,1
20210602HTHH0,20210602,HT,HH,0,수,대전,1
20210602KTLG0,20210602,KT,LG,0,수,잠실,1
20210602LTWO0,20210602,LT,WO,0,수,고척,1
20210602OBNC0,20210602,OB,NC,0,수,창원,1
20210602SSSK0,20210602,SS,SK,0,수,문학,1
20210603LTWO0,20210603,LT,WO,0,목,고척,1
20210604HHNC0,20210604,HH,NC,0,금,창원,1
20210604LGHT0,20210604,LG,HT,0,금,광주,1
20210604LTKT0,20210604,LT,KT,0,금,수원,1
20210604SKOB0,20210604,SK,OB,0,금,잠실,1
20210604SSWO0,20210604,SS,WO,0,금,고척,1
20210605HHNC0,20210605,HH,NC,0,토,창원,1
20210605LGHT0,20210605,LG,HT,0,토,광주,1
20210605LTKT0,20210605,LT,KT,0,토,수원,1
20210605SKOB0,20210605,SK,OB,0,토,잠실,1
20210605SSWO0,20210605,SS,WO,0,토,고척,1
20210606HHNC0,20210606,HH,NC,0,일,창원,1
20210606LGHT0,20210606,LG,HT,0,일,광주,1
20210606LTKT0,20210606,LT,KT,0,일,수원,1
20210606SKOB0,20210606,SK,OB,0,일,잠실,1
20210606SSWO0,20210606,SS,WO,0,일,고척,1
20210608HTSS0,20210608,HT,SS,0,화,대구,1
20210608KTSK0,20210608,KT,SK,0,화,문학,1
20210608NCLG0,20210608,NC,LG,0,화,잠실,1
20210608OBLT0,20210608,OB,LT,0,화,사직,1
20210608WOHH0,20210608,WO,HH,0,화,대전,1
20210609HTSS0,20210609,HT,SS,0,수,대구,1
20210609KTSK0,20210609,KT,SK,0,수,문학,1
20210609NCLG0,20210609,NC,LG,0,수,잠실,1
20210609OBLT0,20210609,OB,LT,0,수,사직,1
20210609WOHH0,20210609,WO,HH,0,수,대전,1
20210610HTSS0,20210610,HT,SS,0,목,대구,1
20210610NCLG0,20210610,NC,LG,0,목,잠실,1
20210610OBLT0,20210610,OB,LT,0,목,사직,1
20210610WOHH0,20210610,WO,HH,0,목,대전,1
20210611HHKT0,20210611,HH,KT,0,금,수원,1
20210611NCSS0,20210611,NC,SS,0,금,대구,1
20210611OBLG0,20210611,OB,LG,0,금,잠실,1
20210611WOSK0,20210611,WO,SK,0,금,문학,1
20210612HHKT0,20210612,HH,KT,0,토,수원,1
20210612NCSS0,20210612,NC,SS,0,토,대구,1
20210612OBLG0,20210612,OB,LG,0,토,잠실,1
20210612WOSK0,20210612,WO,SK,0,토,문학,1
20210613HHKT0,20210613,HH,KT,0,일,수원,1
20210613HTLT1,20210613,HT,LT,1,일,사직,1
20210613HTLT2,20210613,HT,LT,2,일,사직,1
20210613NCSS0,20210613,NC,SS,0,일,대구,1
20210613OBLG0,20210613,OB,LG,0,일,잠실,1
20210613WOSK0,20210613,WO,SK,0,일,문학,1
20210615LGWO0,20210615,LG,WO,0,화,고척,1
20210615LTHH0,20210615,LT,HH,0,화,대전,1
20210615SSOB0,20210615,SS,OB,0,화,잠실,1
20210616KTNC0,20210616,KT,NC,0,수,창원,1
20210616LGWO0,20210616,LG,WO,0,수,고척,1
20210616LTHH1,20210616,LT,HH,1,수,대전,1
20210616LTHH2,20210616,LT,HH,2,수,대전,1
20210616SKHT1,20210616,SK,HT,1,수,광주,1
20210616SKHT2,20210616,SK,HT,2,수,광주,1
20210616SSOB0,20210616,SS,OB,0,수,잠실,1
20210617KTNC0,20210617,KT,NC,0,목,창원,1
20210617LGWO0,20210617,LG,WO,0,목,고척,1
20210617LTHH0,20210617,LT,HH,0,목,대전,1
20210617SKHT0,20210617,SK,HT,0,목,광주,1
20210617SSOB0,20210617,SS,OB,0,목,잠실,1
20210618HTLG0,20210618,HT,LG,0,금,잠실,1
20210618OBKT0,20210618,OB,KT,0,금,수원,1
20210618SKHH0,20210618,SK,HH,0,금,대전,1
20210618SSLT0,20210618,SS,LT,0,금,사직,1
20210618WONC0,20210618,WO,NC,0,금,창원,1
20210619HTLG0,20210619,HT,LG,0,토,잠실,1
20210619OBKT1,20210619,OB,KT,1,토,수원,1
20210619OBKT2,20210619,OB,KT,2,토,수원,1
20210619SKHH0,20210619,SK,HH,0,토,대전,1
20210619SSLT0,20210619,SS,LT,0,토,사직,1
20210619WONC0,20210619,WO,NC,0,토,창원,1
20210620HTLG0,20210620,HT,LG,0,일,잠실,1
20210620OBKT0,20210620,OB,KT,0,일,수원,1
20210620SKHH0,20210620,SK,HH,0,일,대전,1
20210620SSLT0,20210620,SS,LT,0,일,사직,1
20210620WONC0,20210620,WO,NC,0,일,창원,1
20210622HHSS0,20210622,HH,SS,0,화,대구,1
20210622HTKT0,20210622,HT,KT,0,화,수원,1
20210622LGSK0,20210622,LG,SK,0,화,문학,1
20210622NCLT0,20210622,NC,LT,0,화,사직,1
20210622WOOB0,20210622,WO,OB,0,화,잠실,1
20210623HHSS0,20210623,HH,SS,0,수,대구,1
20210623HTKT0,20210623,HT,KT,0,수,수원,1
20210623LGSK0,20210623,LG,SK,0,수,문학,1
20210623NCLT0,20210623,NC,LT,0,수,사직,1
20210623WOOB0,20210623,WO,OB,0,수,잠실,1
20210624HHSS0,20210624,HH,SS,0,목,대구,1
20210624HTKT0,20210624,HT,KT,0,목,수원,1
20210624LGSK0,20210624,LG,SK,0,목,문학,1
20210624NCLT0,20210624,NC,LT,0,목,사직,1
20210624WOOB0,20210624,WO,OB,0,목,잠실,1
20210625HTWO0,20210625,HT,WO,0,금,고척,1
20210625KTHH0,20210625,KT,HH,0,금,대전,1
20210625LTOB0,20210625,LT,OB,0,금,잠실,1
20210625SKNC0,20210625,SK,NC,0,금,창원,1
20210626HTWO0,20210626,HT,WO,0,토,고척,1
20210626KTHH0,20210626,KT,HH,0,토,대전,1
20210626LGSS1,20210626,LG,SS,1,토,대구,1
20210626LGSS2,20210626,LG,SS,2,토,대구,1
20210626LTOB0,20210626,LT,OB,0,토,잠실,1
20210626SKNC0,20210626,SK,NC,0,토,창원,1
20210627HTWO0,20210627,HT,WO,0,일,고척,1
20210627KTHH0,20210627,KT,HH,0,일,대전,1
20210627LGSS0,20210627,LG,SS,0,일,대구,1
20210627SKNC0,20210627,SK,NC,0,일,창원,1
20210629LTWO0,20210629,LT,WO,0,화,고척,1
20210629NCHT0,20210629,NC,HT,0,화,광주,1
20210629SSSK0,20210629,SS,SK,0,화,문학,1
20210630KTLG0,20210630,KT,LG,0,수,잠실,1
20210630LTWO0,20210630,LT,WO,0,수,고척,1
20210630OBHH0,20210630,OB,HH,0,수,대전,1
20210630SSSK1,20210630,SS,SK,1,수,문학,1
20210630SSSK2,20210630,SS,SK,2,수,문학,1
20210701KTLG0,20210701,KT,LG,0,목,잠실,1
20210701LTWO0,20210701,LT,WO,0,목,고척,1
20210701NCHT0,20210701,NC,HT,0,목,광주,1
20210701OBHH0,20210701,OB,HH,0,목,대전,1
20210701SSSK0,20210701,SS,SK,0,목,문학,1
20210702HHLG0,20210702,HH,LG,0,금,잠실,1
20210702LTSK0,20210702,LT,SK,0,금,문학,1
20210702OBHT0,20210702,OB,HT,0,금,광주,1
20210702SSNC0,20210702,SS,NC,0,금,창원,1
20210702WOKT0,20210702,WO,KT,0,금,수원,1
20210704HHLG0,20210704,HH,LG,0,일,잠실,1
20210704LTSK0,20210704,LT,SK,0,일,문학,1
20210704OBHT0,20210704,OB,HT,0,일,광주,1
20210704SSNC0,20210704,SS,NC,0,일,창원,1
20210704WOKT0,20210704,WO,KT,0,일,수원,1
20210705HHLG0,20210705,HH,LG,0,월,잠실,1
20210705LTSK0,20210705,LT,SK,0,월,문학,1
20210705WOKT0,20210705,WO,KT,0,월,수원,1
20210706NCOB0,20210706,NC,OB,0,화,잠실,1
20210706SKWO0,20210706,SK,WO,0,화,고척,1
20210707HTHH0,20210707,HT,HH,0,수,대전,1
20210707NCOB0,20210707,NC,OB,0,수,잠실,1
20210707SKWO0,20210707,SK,WO,0,수,고척,1
20210708KTSS0,20210708,KT,SS,0,목,대구,1
20210708SKWO0,20210708,SK,WO,0,목,고척,1
20210709HHSK0,20210709,HH,SK,0,금,문학,1
20210709KTHT0,20210709,KT,HT,0,금,광주,1
20210709LTSS0,20210709,LT,SS,0,금,대구,1
20210710HHSK0,20210710,HH,SK,0,토,문학,1
20210710LTSS0,20210710,LT,SS,0,토,대구,1
20210711HHSK0,20210711,HH,SK,0,일,문학,1
20210711KTHT0,20210711,KT,HT,0,일,광주,1
20210711LTSS0,20210711,LT,SS,0,일,대구,1
20210810HHHT0,20210810,HH,HT,0,화,광주,2
20210810KTWO0,20210810,KT,WO,0,화,고척,2
20210810LTNC0,20210810,LT,NC,0,화,창원,2
20210810OBSS0,20210810,OB,SS,0,화,대구,2
20210810SKLG0,20210810,SK,LG,0,화,잠실,2
20210811HHHT0,20210811,HH,HT,0,수,광주,2
20210811KTWO0,20210811,KT,WO,0,수,고척,2
20210811LTNC0,20210811,LT,NC,0,수,창원,2
20210811OBSS0,20210811,OB,SS,0,수,대구,2
20210811SKLG0,20210811,SK,LG,0,수,잠실,2
20210812HHHT0,20210812,HH,HT,0,목,광주,2
20210812KTWO0,20210812,KT,WO,0,목,고척,2
20210812LTNC0,20210812,LT,NC,0,목,창원,2
20210812OBSS0,20210812,OB,SS,0,목,대구,2
20210812SKLG0,20210812,SK,LG,0,목,잠실,2
20210813HTSK0,20210813,HT,SK,0,금,문학,2
20210813LTLG0,20210813,LT,LG,0,금,잠실,2
20210813NCHH0,20210813,NC,HH,0,금,대전,2
20210813OBWO0,20210813,OB,WO,0,금,고척,2
20210813SSKT0,20210813,SS,KT,0,금,수원,2
20210814HTSK0,20210814,HT,SK,0,토,문학,2
20210814LTLG0,20210814,LT,LG,0,토,잠실,2
20210814NCHH0,20210814,NC,HH,0,토,대전,2
20210814OBWO0,20210814,OB,WO,0,토,고척,2
20210814SSKT0,20210814,SS,KT,0,토,수원,2
20210815HTSK0,20210815,HT,SK,0,일,문학,2
20210815LTLG0,20210815,LT,LG,0,일,잠실,2
20210815NCHH0,20210815,NC,HH,0,일,대전,2
20210815OBWO0,20210815,OB,WO,0,일,고척,2
20210815SSKT0,20210815,SS,KT,0,일,수원,2
20210817HTOB0,20210817,HT,OB,0,화,잠실,2
20210817LGKT0,20210817,LG,KT,0,화,수원,2
20210817NCSK0,20210817,NC,SK,0,화,문학,2
20210817SSHH0,20210817,SS,HH,0,화,대전,2
20210817WOLT0,20210817,WO,LT,0,화,사직,2
20210818HTOB0,20210818,HT,OB,0,수,잠실,2
20210818LGKT0,20210818,LG,KT,0,수,수원,2
20210818NCSK0,20210818,NC,SK,0,수,문학,2
20210818SSHH0,20210818,SS,HH,0,수,대전,2
20210818WOLT0,20210818,WO,LT,0,수,사직,2
20210819HTOB0,20210819,HT,OB,0,목,잠실,2
20210819LGKT0,20210819,LG,KT,0,목,수원,2
20210819NCSK0,20210819,NC,SK,0,목,문학,2
20210819SSHH0,20210819,SS,HH,0,목,대전,2
20210819WOLT0,20210819,WO,LT,0,목,사직,2
20210820HHOB0,20210820,HH,OB,0,금,잠실,2
20210820KTLT0,20210820,KT,LT,0,금,사직,2
20210820LGNC0,20210820,LG,NC,0,금,창원,2
20210820SKSS0,20210820,SK,SS,0,금,대구,2
20210820WOHT0,20210820,WO,HT,0,금,광주,2
20210821HHOB0,20210821,HH,OB,0,토,잠실,2
20210821KTLT0,20210821,KT,LT,0,토,사직,2
20210821LGNC0,20210821,LG,NC,0,토,창원,2
20210821SKSS0,20210821,SK,SS,0,토,대구,2
20210821WOHT0,20210821,WO,HT,0,토,광주,2
20210822HHOB0,20210822,HH,OB,0,일,잠실,2
20210822KTLT0,20210822,KT,LT,0,일,사직,2
20210822LGNC0,20210822,LG,NC,0,일,창원,2
20210822SKSS0,20210822,SK,SS,0,일,대구,2
20210822WOHT0,20210822,WO,HT,0,일,광주,2
20210825HHWO0,20210825,HH,WO,0,수,고척,2
20210825LTHT0,20210825,LT,HT,0,수,광주,2
20210825OBNC0,20210825,OB,NC,0,수,창원,2
20210825SKKT0,20210825,SK,KT,0,수,수원,2
20210825SSLG0,20210825,SS,LG,0,수,잠실,2
20210826HHWO0,20210826,HH,WO,0,목,고척,2
20210826LTHT0,20210826,LT,HT,0,목,광주,2
20210826OBNC0,20210826,OB,NC,0,목,창원,2
20210826SKKT0,20210826,SK,KT,0,목,수원,2
20210826SSLG0,20210826,SS,LG,0,목,잠실,2
20210827HHWO0,20210827,HH,WO,0,금,고척,2
20210827LTHT0,20210827,LT,HT,0,금,광주,2
20210827OBNC0,20210827,OB,NC,0,금,창원,2
20210827SKKT0,20210827,SK,KT,0,금,수원,2
20210827SSLG0,20210827,SS,LG,0,금,잠실,2
20210828HTSK0,20210828,HT,SK,0,토,문학,2
20210828NCHH0,20210828,NC,HH,0,토,대전,2
20210828OBLT0,20210828,OB,LT,0,토,사직,2
20210828SSKT0,20210828,SS,KT,0,토,수원,2
20210828WOLG0,20210828,WO,LG,0,토,잠실,2
20210829HTSK0,20210829,HT,SK,0,일,문학,2
20210829NCHH0,20210829,NC,HH,0,일,대전,2
20210829OBLT0,20210829,OB,LT,0,일,사직,2
20210829SSKT0,20210829,SS,KT,0,일,수원,2
20210829WOLG0,20210829,WO,LG,0,일,잠실,2
20210831HTOB0,20210831,HT,OB,0,화,잠실,2
20210831KTHH0,20210831,KT,HH,0,화,대전,2
20210831LGLT0,20210831,LG,LT,0,화,사직,2
20210831NCSK0,20210831,NC,SK,0,화,문학,2
20210831WOSS0,20210831,WO,SS,0,화,대구,2
20210901HTOB0,20210901,HT,OB,0,수,잠실,2
20210901KTHH0,20210901,KT,HH,0,수,대전,2
20210901LGLT0,20210901,LG,LT,0,수,사직,2
20210901NCSK0,20210901,NC,SK,0,수,문학,2
20210901WOSS0,20210901,WO,SS,0,수,대구,2
20210902HHLT0,20210902,HH,LT,0,목,사직,2
20210902KTWO0,20210902,KT,WO,0,목,고척,2
20210902NCLG0,20210902,NC,LG,0,목,잠실,2
20210902OBSK0,20210902,OB,SK,0,목,문학,2
20210902SSHT0,20210902,SS,HT,0,목,광주,2
20210903HHLT0,20210903,HH,LT,0,금,사직,2
20210903KTWO0,20210903,KT,WO,0,금,고척,2
20210903NCLG0,20210903,NC,LG,0,금,잠실,2
20210903OBSK0,20210903,OB,SK,0,금,문학,2
20210903SSHT0,20210903,SS,HT,0,금,광주,2
20210904HTHH0,20210904,HT,HH,0,토,대전,2
20210904KTLG0,20210904,KT,LG,0,토,잠실,2
20210904LTNC0,20210904,LT,NC,0,토,창원,2
