GYEAR,PCODE,NAME,T_ID,POSITION,AGE_VA,MONEY
2017,62556,신본기,LT,내,28,5500만원
2017,62559,김상호,LT,내,28,6000만원
2017,62595,정태승,LT,투,29,2700만원
2017,62637,박지훈,HT,투,27,5000만원
2017,62648,김윤동,HT,투,24,4700만원
2017,62696,김종훈,HT,투,28,2800만원
2017,62698,소사,LG,투,31,500000달러
2017,62700,하주석,HH,내,23,9000만원
2017,62754,임기영,HT,투,24,3100만원
2017,62768,김원석,HH,외,27,3000만원
2017,62797,양성우,HH,외,28,8000만원
2017,62802,박승욱,SK,내,24,3500만원
2017,62864,김민식,HT,포,28,6000만원
2017,62868,임치영,SK,투,28,2700만원
2017,62869,문승원,SK,투,27,4400만원
2017,62884,최항,SK,내,23,2700만원
2017,62892,허건엽,SK,투,23,3300만원
2017,62893,최정민,HT,내,28,5500만원
2017,62895,한동민,SK,외,27,7000만원
2017,62907,박민우,NC,내,24,25000만원
2017,62908,황윤호,NC,내,23,3000만원
2017,62917,강구성,NC,외,24,2700만원
2017,62921,박헌욱,NC,외,24,2700만원
2017,62925,강진성,NC,내,23,2700만원
2017,62926,박세웅,NC,포,23,2700만원
2017,62927,김태우,NC,포,27,2700만원
2017,62929,이민호,NC,투,23,16000만원
2017,62931,노진혁,NC,내,27,4300만원
2017,62934,김성욱,NC,외,24,10000만원
2017,62937,신재영,WO,투,27,11000만원
2017,62947,나성범,NC,외,27,35000만원
2017,62951,이형범,NC,투,23,2700만원
2017,62966,최금강,NC,투,28,14000만원
2017,63027,안성무,SS,투,26,2800만원
2017,63077,황목치승,LG,내,32,5000만원
2017,63088,김진곤,KT,외,29,3000만원
2017,63104,조근종,KT,투,27,2700만원
2017,63111,류제국,LG,투,34,35000만원
2017,63123,강승호,LG,내,23,3500만원
2017,63148,오상엽,LG,내,22,2700만원
2017,63202,장승현,OB,포,23,2700만원
2017,63248,함덕주,OB,투,22,7000만원
2017,63257,김인태,OB,외,23,3000만원
2017,63260,이우성,OB,외,22,2800만원
2017,63339,김민준,WO,외,23,2700만원
2017,63342,조상우,WO,투,22,15000만원
2017,63360,장시윤,WO,내,23,3600만원
2017,63450,정현,KT,내,23,2800만원
2017,63464,윤대경,SS,투,23,2800만원
2017,63512,박진형,LT,투,23,6000만원
2017,63550,송주은,LT,투,23,2700만원
2017,63554,임종혁,LT,외,27,2900만원
2017,63559,백민기,LT,외,26,2900만원
2017,63593,조홍석,LT,외,27,2900만원
2017,63619,손동욱,WO,투,27,2800만원
2017,63634,이홍구,SK,포,26,10000만원
2017,63636,고장혁,HT,내,27,4300만원
2017,63704,노수광,SK,외,26,6800만원
2017,63722,한승택,HT,포,23,3100만원
2017,63749,이충호,HH,투,22,2700만원
2017,63765,김종수,HH,투,23,2700만원
2017,63894,김정빈,SK,투,23,2700만원
2017,63903,유영준,NC,내,22,2700만원
2017,63913,최재원,LG,내,26,6500만원
2017,63920,김준완,NC,외,26,7000만원
2017,63938,해커,NC,투,34,600000달러
2017,63950,장현식,NC,투,22,6400만원
2017,63959,임정호,NC,투,27,8700만원
2017,63961,윤호솔,NC,투,22,2700만원
2017,63963,권희동,NC,외,26,6800만원
2017,64001,고영표,KT,투,25,5200만원
2017,64006,심우준,KT,내,22,5000만원
2017,64017,심재민,KT,투,23,5700만원
2017,64021,박세웅,LT,투,21,10000만원
2017,64022,안중열,LT,포,21,3000만원
2017,64029,류희운,KT,투,22,3000만원
2017,64041,안상빈,KT,투,22,3200만원
2017,64051,이영준,WO,투,25,2700만원
2017,64086,신성현,OB,내,26,5700만원
2017,64100,박재욱,LG,포,21,3500만원
2017,64115,장준원,LG,내,21,3200만원
2017,64153,양석환,LG,내,25,9000만원
2017,64204,홍영현,OB,투,26,3100만원
2017,64255,한주성,OB,투,22,2700만원
2017,64259,최병욱,OB,투,28,2900만원
2017,64266,이성곤,OB,외,25,2800만원
2017,64267,전용훈,OB,투,22,2700만원
2017,64288,문진제,OB,내,25,2700만원
2017,64300,김하성,WO,내,21,22000만원
2017,64346,임병욱,WO,외,21,6500만원
2017,64350,하영민,WO,투,22,6000만원
2017,64396,김윤환,WO,투,21,2700만원
2017,64462,안규현,SS,투,21,2800만원
2017,64464,이수민,SS,투,21,3000만원
2017,64498,구준범,SS,투,22,2800만원
2017,64557,신원재,LT,외,25,2700만원
2017,64596,김유영,LT,투,23,3400만원
2017,64610,강한울,SS,내,25,9000만원
2017,64706,이창열,HH,내,25,3200만원
2017,64717,지성준,HH,포,23,3000만원
2017,64724,박준혁,HH,외,26,2900만원
2017,64759,서균,HH,투,25,2700만원
2017,64760,황영국,HH,투,21,2700만원
2017,64764,박한길,LT,투,23,3500만원
2017,64793,김민수,SS,포,26,3000만원
2017,64861,이건욱,SK,투,22,2700만원
2017,64868,조용호,SK,외,27,3100만원
2017,64907,강장산,KT,투,27,3000만원
2017,64944,박광열,NC,포,21,3000만원
2017,64995,배재환,NC,투,22,4000만원
2017,65040,김태훈,KT,내,21,3000만원
2017,65042,홍성무,KT,투,24,3000만원
2017,65044,김만수,KT,포,21,3000만원
2017,65056,엄상백,KT,투,20,5300만원
2017,65057,이창재,KT,투,24,5200만원
2017,65058,정성곤,KT,투,21,3300만원
2017,65060,주권,KT,투,22,7500만원
2017,65062,김재윤,KT,투,26,9000만원
2017,65064,윤수호,NC,투,25,2700만원
2017,65067,조무근,KT,투,25,5700만원
2017,65096,정주후,KT,내,22,2900만원
2017,65103,히메네스,LG,내,29,700000달러
2017,65109,백승현,LG,내,22,2700만원
2017,65115,안익훈,LG,외,21,5000만원
2017,65157,최민창,LG,외,21,2700만원
2017,65264,남경호,OB,투,21,2800만원
2017,65269,김민혁,OB,내,21,2700만원
2017,65293,정진철,OB,내,25,2700만원
2017,65320,최원태,WO,투,20,4500만원
2017,65331,피어밴드,KT,투,31,350000달러
2017,65343,김택형,SK,투,20,4400만원
2017,65345,김해수,WO,투,20,2700만원
2017,65348,박주현,WO,투,21,5500만원
2017,65357,송성문,WO,내,20,3000만원
2017,65362,송우현,WO,외,20,2700만원
2017,65368,정용준,WO,투,22,2700만원
2017,65392,김정인,WO,투,21,3000만원
2017,65399,허정협,WO,외,27,3300만원
2017,65405,윤영수,SS,내,25,2900만원
2017,65412,권정웅,SS,포,24,3000만원
2017,65447,최민구,SS,외,25,2800만원
2017,65464,최정용,SK,내,20,3500만원
2017,65506,김재유,LT,외,24,3000만원
2017,65509,차재용,LT,투,20,2800만원
2017,65513,김대륙,LT,내,25,3400만원
2017,65514,강동관,LT,포,20,2700만원
2017,65516,배제성,KT,투,20,2700만원
2017,65543,린드블럼,LT,투,30,350000달러
2017,65546,레일리,LT,투,29,850000달러
2017,65616,이민우,HT,투,24,2700만원
2017,65643,문경찬,HT,투,25,3100만원
2017,65653,김호령,HT,외,25,9500만원
2017,65696,김명찬,HT,투,24,3200만원
2017,65764,김민우,HH,투,21,3800만원
2017,65769,김범수,HH,투,21,3300만원
2017,65844,박세웅,SK,투,21,2700만원
2017,65856,켈리,SK,투,28,850000달러
2017,65896,허웅,SK,투,21,2700만원
2017,65898,김웅빈,WO,내,21,3000만원
2017,65908,류재인,NC,투,21,2700만원
2017,65933,구창모,NC,투,20,5700만원
2017,66005,임성재,KT,외,23,2900만원
2017,66023,강승훈,KT,내,23,2700만원
2017,66047,박세진,KT,투,20,3000만원
2017,66052,남태혁,KT,내,26,3000만원
2017,66098,김도영,KT,투,24,2700만원
2017,66112,김기연,LG,포,19,2700만원
2017,66138,허프,LG,투,32,1000000달러
2017,66145,김대현,LG,투,20,3000만원
2017,66160,유재유,LG,투,20,3000만원
2017,66162,김주성,LG,내,19,2700만원
2017,66201,고봉재,OB,투,24,4400만원
2017,66203,서예일,OB,내,24,3100만원
2017,66207,황경태,OB,내,20,2700만원
2017,66209,조수행,OB,외,23,3600만원
2017,66226,보우덴,OB,투,30,1100000달러
2017,66244,에반스,OB,내,31,680000달러
2017,66291,이영하,OB,투,19,2700만원
2017,66302,채상현,WO,외,24,2700만원
2017,66305,박승주,WO,투,23,2700만원
2017,66306,대니돈,WO,외,32,650000달러
2017,66309,김홍빈,WO,투,20,2700만원
2017,66354,주효상,WO,포,19,3000만원
2017,66357,안현석,WO,투,20,2700만원
2017,66359,유재훈,WO,투,19,2700만원
2017,66367,안정훈,WO,투,20,2700만원
2017,66397,김성현,WO,내,20,2700만원
2017,66398,이찬석,WO,투,20,2700만원
2017,66399,김성택,WO,투,19,2700만원
2017,66406,안주형,SS,내,23,2700만원
2017,66409,이성규,SS,내,23,3000만원
2017,66444,이케빈,SS,투,25,2700만원
2017,66451,최충연,SS,투,20,3000만원
2017,66462,김성훈,SS,내,23,2700만원
2017,66469,황선도,SS,외,19,2800만원
2017,66492,김승현,SS,투,25,2900만원
2017,66493,임대한,SS,투,23,3700만원
2017,66504,이석훈,LT,내,21,2700만원
2017,66508,나경민,LT,외,25,3600만원
2017,66563,김영일,LT,투,24,2700만원
2017,66565,김성재,LT,투,23,2900만원
2017,66569,김남길,LT,투,19,2700만원
2017,66606,최원준,HT,내,20,3100만원
2017,66614,김규성,HT,내,20,2800만원
2017,66615,류승현,HT,내,20,2800만원
2017,66630,김현준,HT,투,20,2800만원
2017,66643,헥터,HT,투,30,1700000달러
2017,66657,이진영,HT,외,19,3000만원
2017,66659,정동현,HT,투,20,3000만원
2017,66660,남재현,HT,투,20,2800만원
2017,66662,신범수,HT,포,19,2800만원
2017,66702,이동훈,HH,외,20,2800만원
2017,66704,김태연,HH,내,20,2700만원
2017,66705,권용우,HH,투,24,2700만원
2017,66707,박상언,HH,포,20,2700만원
2017,66710,강상원,HH,외,20,2700만원
2017,66716,정경운,HH,내,23,2700만원
2017,66740,로사리오,HH,내,28,1500000달러
2017,66741,김재영,HH,투,23,3000만원
2017,66749,김주현,HH,내,23,2800만원
2017,66801,김찬호,SK,투,20,2900만원
2017,66804,노관현,HT,내,23,2700만원
2017,66833,임석진,SK,내,19,2700만원
2017,66838,김동엽,SK,외,26,4700만원
2017,66858,정동윤,SK,투,19,2700만원
2017,66859,김주한,SK,투,24,5700만원
2017,66864,안상현,SK,내,20,2700만원
2017,66917,김찬형,NC,내,19,2700만원
2017,66920,최성영,NC,투,20,2900만원
2017,66928,박준영,NC,투,19,4000만원
2017,66960,정수민,NC,투,27,3700만원
2017,66965,도태훈,NC,내,24,2700만원
2017,66968,이재율,NC,외,24,3000만원
2017,66992,조원빈,NC,내,24,2700만원
2017,67005,홍현빈,KT,외,19,2700만원
2017,67006,안치영,KT,내,19,2700만원
2017,67024,모넬,KT,내,31,450000달러
2017,67025,로하스,KT,외,27,300000달러
2017,67033,로치,KT,투,27,650000달러
2017,67045,조병욱,KT,투,19,2700만원
2017,67048,이정현,KT,투,19,2700만원
2017,67066,이종혁,KT,투,20,2700만원
2017,67092,이재근,KT,내,22,2700만원
2017,67119,고우석,LG,투,18,2700만원
2017,67134,로니,LG,내,33,250000달러
2017,67143,손주영,LG,투,18,2700만원
2017,67159,이창율,LG,투,18,2700만원
2017,67164,이찬혁,LG,투,18,2700만원
2017,67168,박부성,LG,내,20,2700만원
2017,67169,김성협,LG,내,18,2700만원
2017,67202,박유연,OB,포,18,2700만원
2017,67207,이병휘,OB,내,18,2700만원
2017,67246,김명신,OB,투,23,2700만원
2017,67259,문대원,OB,투,18,2700만원
2017,67260,지윤,OB,투,19,2700만원
2017,67262,박찬범,OB,외,22,2700만원
2017,67264,박성환,OB,투,19,2700만원
2017,67265,백민규,OB,내,19,2700만원
2017,67266,박치국,OB,투,19,2700만원
2017,67269,전태준,OB,투,20,2700만원
2017,67304,김혜성,WO,내,18,2700만원
2017,67312,오설리반,WO,투,29,1100000달러
2017,67313,브리검,WO,투,29,450000달러
2017,67341,이정후,WO,내,18,2700만원
2017,67360,오윤성,WO,투,18,2700만원
2017,67394,초이스,WO,외,27,150000달러
2017,67421,최지광,SS,투,19,2700만원
2017,67423,레나도,SS,투,27,1050000달러
2017,67435,페트릭,SS,투,27,450000달러
2017,67443,장지훈,SS,투,20,2700만원
2017,67449,김성윤,SS,외,18,2700만원
2017,67450,러프,SS,내,30,1100000달러
2017,67454,나원탁,SS,포,22,2700만원
2017,67467,김시현,SS,투,18,2700만원
2017,67504,김민수,LT,내,19,2700만원
2017,67539,나종덕,LT,포,19,2700만원
2017,67558,마켈,LT,투,26,500000달러
2017,67559,애디튼,LT,투,29,350000달러
2017,67569,이지원,LT,투,23,2700만원
2017,67588,윤성빈,LT,투,18,2700만원
2017,67591,강동호,LT,투,23,2700만원
2017,67598,번즈,LT,내,26,600000달러
2017,67610,김석환,HT,내,18,2700만원
2017,67640,유승철,HT,투,19,2700만원
2017,67644,이정훈,HT,포,22,2700만원
2017,67645,팻딘,HT,투,28,700000달러
2017,67646,박진태,HT,투,22,2700만원
2017,67650,버나디나,HT,외,33,750000달러
2017,67668,정윤환,HT,투,19,2700만원
2017,67703,박상원,HH,투,22,2700만원
2017,67708,김지훈,HH,투,19,2700만원
2017,67737,김진영,HH,투,25,2700만원
2017,67742,비야누에바,HH,투,33,1000000달러
2017,67748,오간도,HH,투,33,1300000달러
2017,67762,김성훈,HH,투,19,2700만원
2017,67768,김병현,HH,투,19,2700만원
2017,67815,다이아몬드,SK,투,30,600000달러
2017,67827,워스,SK,내,31,700000달러
2017,67828,김성민,WO,투,23,2700만원
2017,67840,남윤성,SK,투,29,2700만원
2017,67863,이원준,SK,투,19,2700만원
2017,67872,로맥,SK,내,31,300000달러
2017,67893,박성한,SK,내,19,2700만원
2017,67894,권기영,SK,포,18,2700만원
2017,67900,김민수,NC,내,18,2700만원
2017,67901,김호민,NC,투,23,2700만원
2017,67902,강병무,NC,투,19,2700만원
2017,67935,스크럭스,NC,내,29,700000달러
2017,67944,신진호,NC,포,25,2700만원
2017,67948,맨쉽,NC,투,32,1600000달러
2017,67954,김진호,NC,투,19,2700만원
2017,67956,김태현,NC,투,19,2700만원
2017,67962,소이현,NC,투,18,2700만원
2017,67991,권법수,NC,외,20,2700만원
2017,67993,이재용,NC,포,18,2700만원
2017,70142,김광수,HT,투,36,11000만원
2017,70410,김주찬,HT,내,36,60000만원
2017,70425,배영수,HH,투,36,55000만원
2017,70553,박기혁,KT,내,36,15000만원
2017,70615,강영식,LT,투,36,30000만원
2017,70646,김상현,KT,외,36,20000만원
2017,70756,이범호,HT,내,35,65000만원
2017,70839,신승현,LG,투,33,10000만원
2017,71118,이동현,LG,투,34,60000만원
2017,71184,이성우,SK,포,35,6000만원
2017,71207,김원섭,HT,외,38,9000만원
2017,71260,이재우,HH,투,37,7500만원
2017,71347,장민석,HH,외,35,10000만원
2017,71432,박한이,SS,외,38,45000만원
2017,71552,최준석,LT,내,34,40000만원
2017,71562,박종윤,LT,내,35,9100만원
2017,71564,이대호,LT,내,35,250000만원
2017,71565,이우민,LT,외,35,6000만원
2017,71610,김경언,HH,외,34,20000만원
2017,71752,김태균,HH,내,35,160000만원
2017,71801,정대현,LT,투,38,12000만원
2017,71837,김강민,SK,외,34,60000만원
2017,71842,정상호,LG,포,34,50000만원
2017,71845,채병용,SK,투,35,25000만원
2017,71848,조동화,SK,외,36,30000만원
2017,71857,박재상,SK,외,34,25000만원
2017,72133,박용택,LG,외,38,80000만원
2017,72261,황덕균,WO,투,34,3500만원
2017,72321,배힘찬,HT,투,33,3300만원
2017,72324,허웅,SK,포,33,4000만원
2017,72443,최형우,HT,외,33,150000만원
2017,72447,권혁,HH,투,33,45000만원
2017,72456,손주인,LG,내,33,20000만원
2017,72466,조동찬,SS,내,33,40000만원
2017,72523,고효준,HT,투,34,8000만원
2017,72535,이명우,LT,투,35,11000만원
2017,72546,문규현,LT,내,34,12000만원
2017,72551,이정민,LT,투,38,15000만원
2017,72559,신종길,HT,외,33,9800만원
2017,72641,김진우,HT,투,34,12000만원
2017,72649,신용운,SS,투,33,5500만원
2017,72749,마정길,WO,투,38,20000만원
2017,72860,이대수,SK,내,35,35000만원
2017,72862,윤길현,LT,투,33,50000만원
2017,73113,박경수,KT,내,33,23000만원
2017,73117,우규민,SS,투,32,70000만원
2017,73136,이성열,HH,외,32,23000만원
2017,73153,이대형,KT,외,33,30000만원
2017,73209,나주환,SK,내,33,15000만원
2017,73211,노경은,LT,투,33,16000만원
2017,73213,손시헌,NC,내,36,40000만원
2017,73226,김성배,OB,투,36,15000만원
2017,73248,김승회,OB,투,36,10000만원
2017,73306,지석훈,NC,내,33,14900만원
2017,73339,이종욱,NC,외,37,50000만원
2017,73342,이택근,WO,외,37,50000만원
2017,73602,차일목,HH,포,36,17000만원
2017,73606,서동욱,HT,내,33,15000만원
2017,73632,임준혁,SK,투,32,10000만원
2017,73725,이양기,HH,외,36,5700만원
2017,73738,안영명,HH,투,32,20000만원
2017,73750,윤규진,HH,투,32,18000만원
2017,73801,송은범,HH,투,33,45000만원
2017,73824,최경철,SS,포,36,10000만원
2017,74139,장진용,LG,투,31,5000만원
2017,74163,이용규,HH,외,31,90000만원
2017,74167,심수창,HH,투,36,25000만원
2017,74206,김재호,OB,내,32,65000만원
2017,74215,윤석민,KT,내,31,21000만원
2017,74339,유한준,KT,외,36,60000만원
2017,74358,조평호,NC,내,31,3500만원
2017,74359,오주원,WO,투,32,12000만원
2017,74454,윤성환,SS,투,35,80000만원
2017,74465,박석민,NC,내,32,75000만원
2017,74513,장원준,OB,투,31,100000만원
2017,74540,강민호,LT,포,31,100000만원
2017,74543,최대성,KT,투,32,4000만원
2017,74605,김주형,HT,내,31,11000만원
2017,74630,박근홍,SS,투,31,10000만원
2017,74729,최진행,HH,외,31,17000만원
2017,74731,송창식,HH,투,32,22000만원
2017,74748,정재원,HH,투,32,4000만원
2017,74823,임훈,LG,외,31,10000만원
2017,74838,윤희상,SK,투,32,15000만원
2017,74846,박정권,SK,내,35,40000만원
2017,74857,정우람,HH,투,32,120000만원
2017,75138,신재웅,SK,투,35,12000만원
2017,75149,홍성용,KT,투,30,6300만원
2017,75151,정의윤,SK,외,30,30000만원
2017,75250,박정배,SK,투,35,8000만원
2017,75258,금민철,WO,투,30,7300만원
2017,75321,손승락,LT,투,35,70000만원
2017,75334,오재일,OB,내,30,19800만원
2017,75340,전유수,SK,투,30,11000만원
2017,75342,이보근,WO,투,31,15000만원
2017,75441,조영훈,NC,내,34,15000만원
2017,75537,조정훈,LT,투,32,7000만원
2017,75566,이원석,SS,내,30,30000만원
2017,75620,윤석민,HT,투,30,125000만원
2017,75668,곽정철,HT,투,31,5000만원
2017,75730,윤근영,KT,투,31,4000만원
2017,75750,양훈,WO,투,31,9500만원
2017,75808,정근우,HH,내,34,70000만원
2017,75847,최정,SK,내,30,120000만원
2017,75852,김선규,NC,투,31,5500만원
2017,75867,김진성,NC,투,32,18000만원
2017,76100,이병규,LG,외,33,12000만원
2017,76118,원종현,NC,투,29,14000만원
2017,76158,최승준,SK,내,29,6200만원
2017,76225,김건국,LT,투,29,2700만원
2017,76232,양의지,OB,포,30,48000만원
2017,76249,민병헌,OB,외,30,55000만원
2017,76267,최주환,OB,내,29,10000만원
2017,76304,신현철,KT,내,29,3000만원
2017,76329,이현승,OB,투,33,40000만원
2017,76350,김세현,HT,투,29,27000만원
2017,76355,장원삼,SS,투,34,75000만원
2017,76368,유재신,HT,외,29,6500만원
2017,76430,김상수,WO,투,29,12000만원
2017,76435,이여상,LT,내,33,4000만원
2017,76455,차우찬,LG,투,30,100000만원
2017,76461,김기태,SS,투,30,6500만원
2017,76509,김문호,LT,외,30,14000만원
2017,76536,손용석,LT,내,30,3700만원
2017,76540,배장호,LT,투,30,5400만원
2017,76610,한기주,HT,투,30,6000만원
2017,76639,손영민,HT,투,30,8000만원
2017,76650,진해수,LG,투,31,11000만원
2017,76653,박경태,HT,투,29,4900만원
2017,76720,정범모,HH,포,30,5500만원
2017,76746,김태완,WO,외,33,5000만원
2017,76753,송광민,HH,내,34,20000만원
2017,76757,유원상,LG,투,31,6000만원
2017,76802,김성현,SK,내,30,28000만원
2017,76812,이재원,SK,포,29,35000만원
2017,76849,이명기,HT,외,29,15000만원
2017,76858,박희수,SK,투,33,21000만원
2017,76869,김재현,SK,외,29,7000만원
2017,77104,박용근,KT,내,33,3800만원
2017,77147,봉중근,LG,투,36,35000만원
2017,77211,이용찬,OB,투,28,18000만원
2017,77229,이원재,OB,투,28,2700만원
2017,77243,허도환,HH,포,32,7800만원
2017,77248,오재원,OB,내,32,55000만원
2017,77253,이용호,OB,투,29,2800만원
2017,77263,김강률,OB,투,28,6200만원
2017,77318,장시환,LT,투,29,6500만원
2017,77446,백정현,SS,투,29,10000만원
2017,77452,이동걸,HH,투,33,5000만원
2017,77454,김종호,NC,외,33,15000만원
2017,77462,김동욱,KT,내,29,3100만원
2017,77463,채태인,WO,내,34,30000만원
2017,77464,임익준,HH,내,29,3500만원
2017,77466,최원제,SS,내,28,3300만원
2017,77532,손아섭,LT,외,29,65000만원
2017,77563,이상화,KT,투,29,4500만원
2017,77564,김민성,WO,내,28,37000만원
2017,77566,이재곤,LT,투,28,2700만원
2017,77591,송승준,LT,투,37,40000만원
2017,77609,김연훈,KT,내,32,4100만원
2017,77637,양현종,HT,투,29,150000만원
2017,77648,이호신,HT,외,33,4000만원
2017,77654,이준수,KT,포,29,3000만원
2017,77669,김주현,LT,외,29,3400만원
2017,77748,김혁민,HH,투,30,9500만원
2017,77829,김광현,SK,투,28,90000만원
2017,77848,박윤,WO,내,29,3600만원
2017,77927,장필준,SS,투,29,6500만원
2017,78122,김태군,NC,포,27,21000만원
2017,78135,이형종,LG,외,28,6000만원
2017,78148,정찬헌,LG,투,27,4500만원
2017,78168,서건창,WO,내,27,40000만원
2017,78217,김용의,LG,외,31,12000만원
2017,78224,김재환,OB,외,28,20000만원
2017,78243,박민석,NC,투,28,4000만원
2017,78247,홍상삼,OB,투,27,12500만원
2017,78257,진야곱,OB,투,28,6000만원
2017,78288,최재훈,HH,포,27,5800만원
2017,78352,임창민,NC,투,31,22500만원
2017,78361,전민수,KT,외,28,5000만원
2017,78366,민태호,NC,투,27,3300만원
2017,78454,우동균,SS,외,27,5500만원
2017,78467,이영욱,SS,외,31,6500만원
2017,78513,전준우,LT,외,31,20500만원
2017,78517,하준호,KT,외,28,5200만원
2017,78536,김대우,LT,내,32,3000만원
2017,78548,장성우,KT,포,27,5000만원
2017,78552,강승현,HH,투,31,2700만원
2017,78566,황진수,LT,내,28,2800만원
2017,78603,김선빈,HT,내,27,8000만원
2017,78629,나지완,HT,외,32,60000만원
2017,78643,백용환,HT,포,28,5500만원
2017,78745,정현석,HH,외,33,7500만원
2017,78753,김사연,KT,외,28,4000만원
2017,78756,오선진,HH,내,28,7600만원
2017,78760,정대훈,HH,투,32,6100만원
2017,78765,김다원,HT,외,31,6000만원
2017,78813,모창민,NC,내,32,11700만원
2017,78819,백인식,SK,투,29,3500만원
2017,78892,윤요섭,KT,포,35,5600만원
2017,79109,오지환,LG,내,27,35000만원
2017,79113,문선재,LG,외,27,8000만원
2017,79130,강지광,WO,외,26,3000만원
2017,79140,최동환,LG,투,27,6000만원
2017,79150,정주현,LG,내,26,6000만원
2017,79191,배우열,KT,투,31,4600만원
2017,79192,채은성,LG,외,27,16000만원
2017,79198,윤진호,LG,내,31,4000만원
2017,79215,박건우,OB,외,26,19500만원
2017,79222,성영훈,OB,투,27,2700만원
