G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,CG_CK,QUIT_CK,WLS,HOLD,INN2,BF,PA,AB,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,WP,BK,ERR,R,ER,P_WHIP_RT,P2_WHIP_RT,CB_WHIP_RT
20180325SSOB0,20180325,SS,OB,0,T,0,0,L,0,24,130,34,28,8,0,0,1,0,0,1,1,3,0,1,4,2,0,1,0,5,5,0.6,0,1.333333333
20180327HHNC0,20180327,NC,HH,0,B,0,0,W,3,27,151,41,34,10,0,0,2,0,0,0,0,5,0,2,6,2,0,0,0,6,6,2.25,0,0.9
20180327HHNC0,20180327,HH,NC,0,T,0,0,L,0,24,153,38,32,9,1,0,2,0,0,0,1,3,0,2,8,0,3,0,0,9,6,1.5,0,1.125
20180327KTSK0,20180327,SK,KT,0,B,0,0,W,0,27,139,36,34,8,1,0,2,1,1,0,0,2,0,0,6,0,0,0,1,5,4,0.75,0,1.125
20180327KTSK0,20180327,KT,SK,0,T,0,0,L,0,24,159,43,39,14,0,1,3,4,0,0,0,3,0,1,9,0,2,0,0,8,7,1.5,0,2
20180327LGWO0,20180327,WO,LG,0,B,0,0,W,2,30,163,43,38,10,3,0,0,0,0,1,0,4,0,0,10,0,0,0,0,4,4,1.090909091,0,1.8
20180327LGWO0,20180327,LG,WO,0,T,0,0,L,0,29,158,45,39,14,3,0,0,0,1,2,0,3,1,1,5,1,0,0,0,5,4,1.363636364,0,3.428571429
20180327LTOB0,20180327,OB,LT,0,B,0,0,W,0,27,133,31,29,3,0,0,0,0,0,0,0,2,0,0,11,1,1,0,0,0,0,0,0,0.6
20180327LTOB0,20180327,LT,OB,0,T,0,0,L,0,24,166,38,29,7,3,0,0,1,0,0,1,6,0,2,11,1,2,0,0,5,5,2.25,0,0.3
20180327SSHT0,20180327,SS,HT,0,T,0,0,L,0,24,193,46,36,14,3,0,6,1,0,0,0,9,0,1,10,2,0,0,0,17,17,3,0,4
20180327SSHT0,20180327,HT,SS,0,B,0,0,W,0,27,135,34,32,6,1,0,0,0,0,0,0,2,0,0,5,1,1,0,0,0,0,0.428571429,0,1.5
20180328HHNC0,20180328,HH,NC,0,T,0,0,W,0,27,139,34,30,5,2,0,0,0,0,0,0,3,0,1,4,2,0,0,0,2,2,1,0,1.714285714
20180328HHNC0,20180328,NC,HH,0,B,0,0,L,0,27,159,41,37,10,1,0,1,3,0,0,0,4,0,0,5,0,0,0,0,6,6,4.5,0,1.363636364
20180328KTSK0,20180328,KT,SK,0,T,0,0,W,1,27,125,36,35,9,2,0,1,1,0,0,0,1,0,0,6,2,1,0,0,5,4,1.714285714,0,3.6
20180328KTSK0,20180328,SK,KT,0,B,0,0,L,0,27,164,45,41,15,4,0,2,2,0,0,0,4,0,0,10,1,0,0,0,8,8,0.923076923,0,1.090909091
20180328LGWO0,20180328,LG,WO,0,T,0,0,W,0,27,143,37,30,4,1,0,2,0,0,0,0,6,0,1,8,1,1,0,0,3,3,1.8,0,1
20180328LGWO0,20180328,WO,LG,0,B,0,0,L,0,27,136,43,39,13,3,0,2,0,1,1,0,3,0,0,5,0,0,0,0,9,9,3.5,0,1.666666667
20180328LTOB0,20180328,OB,LT,0,B,0,0,W,0,27,140,42,36,10,4,1,0,0,0,1,0,4,0,1,9,1,0,0,0,5,5,1,0,1.2
20180328LTOB0,20180328,LT,OB,0,T,0,0,L,1,24,157,39,31,5,0,1,1,2,0,1,0,5,0,2,6,0,0,0,0,6,3,1.125,0,1.714285714
20180328SSHT0,20180328,HT,SS,0,B,0,0,L,0,27,150,41,39,14,0,0,1,2,0,0,0,2,0,0,7,2,0,0,0,6,6,1.666666667,0,1.25
20180328SSHT0,20180328,SS,HT,0,T,0,0,W,0,27,137,35,32,5,3,0,0,0,0,0,0,2,0,1,5,0,0,0,0,0,0,0.375,0,0.666666667
20180329HHNC0,20180329,NC,HH,0,B,0,0,W,0,27,141,35,33,6,2,0,0,0,0,0,0,2,0,0,4,1,0,0,0,1,1,0.5,0,0.545454545
20180329HHNC0,20180329,HH,NC,0,T,0,0,L,3,24,143,37,32,10,0,0,1,1,1,0,1,1,0,3,7,1,1,0,0,4,0,0.75,0,0.857142857
20180329KTSK0,20180329,KT,SK,0,T,0,0,W,0,27,128,34,33,7,3,0,0,0,0,0,0,1,0,0,5,0,1,0,0,1,1,0,0,1.5
20180329KTSK0,20180329,SK,KT,0,B,0,0,L,0,27,156,39,37,12,1,0,4,1,0,0,0,2,0,0,11,1,0,0,0,7,7,1.5,0,1.5
20180329LGWO0,20180329,WO,LG,0,B,0,0,W,0,27,168,42,35,11,2,0,0,0,0,0,1,6,0,0,6,3,1,0,0,4,4,1.5,0,1.090909091
20180329LGWO0,20180329,LG,WO,0,T,0,0,L,0,24,145,40,34,12,0,0,3,0,0,0,0,6,0,0,6,2,3,0,0,9,9,1.714285714,0,2.625
20180329LTOB0,20180329,OB,LT,0,B,0,0,W,2,27,145,36,32,4,0,0,1,0,0,0,0,4,0,0,8,0,0,0,0,1,1,1,0,2.142857143
20180329LTOB0,20180329,LT,OB,0,T,0,0,L,0,24,119,34,32,9,2,0,0,1,1,0,0,2,0,0,8,0,0,0,0,4,3,2.4,0,4.2
20180329SSHT0,20180329,SS,HT,0,T,0,0,L,0,24,179,39,33,13,1,0,2,0,1,1,0,4,0,1,7,2,0,0,0,7,7,2,0,1.090909091
20180329SSHT0,20180329,HT,SS,0,B,0,0,W,0,27,150,34,28,3,0,0,0,1,1,0,0,6,0,0,9,1,0,0,0,0,0,1,0,0.9
20180330HTLG0,20180330,HT,LG,0,T,0,0,W,3,27,165,40,36,10,3,0,0,1,1,0,0,3,0,1,6,1,0,0,0,3,3,0.9,0,5.4
20180330HTLG0,20180330,LG,HT,0,B,0,0,L,0,27,147,38,35,10,4,0,0,4,1,0,0,3,0,0,10,1,3,0,0,4,4,1.5,0,1.5
20180330NCLT0,20180330,NC,LT,0,T,0,0,W,0,27,148,34,32,6,1,0,2,0,0,0,0,2,0,0,11,1,0,0,0,5,5,1.5,0,0.9
20180330NCLT0,20180330,LT,NC,0,B,0,0,L,0,27,154,39,37,10,2,0,1,0,0,0,0,2,0,0,4,1,1,0,0,7,7,1.714285714,0,0.818181818
20180330OBKT0,20180330,OB,KT,0,T,0,0,W,1,27,134,34,33,7,1,0,1,0,0,0,0,1,0,0,6,0,1,0,1,2,1,0,0,1
20180330OBKT0,20180330,KT,OB,0,B,0,0,L,0,27,154,43,36,11,3,1,1,3,0,1,1,5,0,0,7,0,0,0,0,6,6,1.235294118,0,1.5
20180330SKHH0,20180330,SK,HH,0,T,0,0,W,0,27,147,36,34,9,1,0,1,0,3,0,0,2,0,0,9,0,0,0,0,4,4,0.333333333,0,1
20180330SKHH0,20180330,HH,SK,0,B,0,0,L,0,27,186,39,33,6,0,0,2,0,0,0,0,6,0,0,15,0,2,0,0,8,7,3.6,0,3.5
20180330WOSS0,20180330,SS,WO,0,B,0,0,L,0,36,214,62,51,19,1,0,2,2,1,2,1,6,1,2,15,0,0,0,0,10,10,1.75,0,4.5
20180330WOSS0,20180330,WO,SS,0,T,0,0,W,0,36,214,57,51,14,1,1,3,1,0,1,0,4,1,1,12,0,1,0,0,8,8,1.8,0,1.384615385
20180331HTLG0,20180331,LG,HT,0,B,0,0,W,2,27,138,35,31,6,2,1,0,0,0,0,1,3,0,0,4,1,1,0,0,4,4,0.666666667,0,0.25
20180331HTLG0,20180331,HT,LG,0,T,0,0,L,0,24,126,35,33,9,3,0,2,0,0,0,1,1,0,0,5,0,1,0,0,6,6,1.2,0,1.5
20180331NCLT0,20180331,LT,NC,0,B,0,0,L,0,27,178,45,39,14,2,1,1,0,0,0,0,5,1,1,4,0,0,0,0,10,10,6.75,0,2.25
20180331NCLT0,20180331,NC,LT,0,T,0,0,W,2,27,148,38,30,9,2,0,0,0,1,1,2,5,0,0,4,2,1,0,0,5,5,1.125,0,1.666666667
20180331OBKT0,20180331,KT,OB,0,B,0,0,W,1,27,172,42,38,13,1,2,1,0,0,0,1,2,0,1,9,1,2,0,0,8,8,3,0,4
20180331OBKT0,20180331,OB,KT,0,T,0,0,L,0,24,207,55,47,22,4,0,3,1,0,1,0,7,0,0,6,0,0,0,0,20,17,3.6,0,2.666666667
20180331SKHH0,20180331,SK,HH,0,T,0,0,W,0,27,147,37,33,8,1,1,1,0,0,0,0,3,0,1,10,2,1,0,0,1,1,0.375,0,1.714285714
20180331SKHH0,20180331,HH,SK,0,B,0,0,L,0,27,167,45,38,13,2,0,3,0,0,0,0,5,1,2,7,3,0,0,0,12,11,3,0,1.666666667
20180331WOSS0,20180331,SS,WO,0,B,0,0,L,0,27,163,41,33,9,5,0,1,0,0,2,0,4,0,2,10,1,0,0,0,4,4,1.363636364,0,0.461538462
20180331WOSS0,20180331,WO,SS,0,T,0,0,W,2,27,135,35,32,7,0,0,0,0,0,0,1,2,0,0,8,1,0,0,0,2,2,0.5,0,2.142857143
20180401HTLG0,20180401,LG,HT,0,B,0,0,W,0,27,136,39,33,9,0,0,2,0,1,1,0,4,0,1,2,1,0,0,0,5,5,2.4,0,0.545454545
20180401HTLG0,20180401,HT,LG,0,T,0,0,L,0,26,158,40,34,10,1,0,1,0,0,1,0,5,1,0,3,0,0,0,0,6,6,2.4,0,3
20180401NCLT0,20180401,NC,LT,0,T,0,0,L,2,24,135,36,33,10,2,1,0,0,0,0,0,3,0,0,5,1,0,0,0,3,3,2.142857143,0,0.9
20180401NCLT0,20180401,LT,NC,0,B,0,0,W,0,27,140,36,33,7,1,0,0,1,0,0,1,2,0,0,6,0,0,0,0,2,2,0.375,0,2.142857143
20180401OBKT0,20180401,KT,OB,0,B,0,0,W,0,27,143,40,34,10,0,1,1,1,0,2,1,3,0,0,10,0,0,0,0,4,4,0.272727273,0,1.2
20180401OBKT0,20180401,OB,KT,0,T,0,0,L,0,24,169,40,34,13,0,1,4,1,1,0,1,5,0,0,7,1,1,0,1,9,9,4.5,0,1.8
20180401SKHH0,20180401,HH,SK,0,B,0,0,L,0,27,185,49,42,15,3,0,6,1,0,0,1,6,0,0,5,0,0,0,0,13,13,2,0,2.1
20180401SKHH0,20180401,SK,HH,0,T,0,0,W,0,27,124,31,31,4,0,0,1,0,0,0,0,0,0,0,10,0,1,0,0,1,1,0,0,0.3
20180401WOSS0,20180401,SS,WO,0,B,0,0,W,1,27,154,42,35,9,1,0,2,3,1,1,0,5,0,1,6,0,0,0,0,5,3,1,0,2
20180401WOSS0,20180401,WO,SS,0,T,0,0,L,0,24,163,43,36,14,3,0,1,2,1,1,1,3,0,2,9,0,1,0,1,6,5,0.923076923,0,2.25
20180403HTSK0,20180403,SK,HT,0,B,0,0,W,0,27,136,35,31,5,2,0,2,0,0,0,1,2,0,1,7,0,0,0,0,3,3,0,0,4.2
20180403HTSK0,20180403,HT,SK,0,T,0,0,L,0,24,157,43,37,14,1,1,6,0,1,0,0,3,0,3,7,0,1,0,0,13,13,2.5,0,2.25
20180403KTWO0,20180403,KT,WO,0,T,0,0,W,0,27,138,34,30,6,0,0,0,0,2,0,0,3,0,1,7,1,1,0,0,1,1,0.333333333,0,1.333333333
20180403KTWO0,20180403,WO,KT,0,B,0,0,L,0,27,142,42,38,11,2,0,1,0,0,1,0,2,0,1,9,0,0,0,0,7,6,2.142857143,0,2.25
20180403LGOB0,20180403,OB,LG,0,B,0,0,W,0,33,211,55,44,16,1,0,2,1,1,3,0,7,1,1,11,1,2,0,0,4,4,1.714285714,0,2.7
20180403LGOB0,20180403,LG,OB,0,T,0,0,L,0,31,170,47,42,12,3,0,1,2,0,2,0,2,1,1,10,0,0,0,0,5,3,1.714285714,0,2.25
20180403LTHH0,20180403,LT,HH,0,T,0,0,L,0,24,179,46,33,11,3,0,2,2,0,1,3,8,1,1,5,0,0,1,0,17,15,3.75,0,3
20180403LTHH0,20180403,HH,LT,0,B,0,0,W,1,27,194,48,42,15,3,0,1,0,0,0,0,5,0,1,11,1,0,0,0,11,9,3,0,2.25
20180403SSNC0,20180403,NC,SS,0,B,0,0,W,2,30,204,46,40,11,2,1,0,0,0,0,0,5,0,1,12,1,2,0,0,3,3,0.642857143,0,1.090909091
20180403SSNC0,20180403,SS,NC,0,T,0,0,L,1,27,145,35,34,8,2,1,1,0,0,0,0,1,0,0,8,1,0,0,0,4,4,1.285714286,0,1
20180404HTSK0,20180404,HT,SK,0,T,0,0,W,0,30,157,40,35,7,1,0,1,0,0,1,0,4,1,0,11,1,2,0,0,6,6,3,0,1.2
20180404HTSK0,20180404,SK,HT,0,B,0,0,L,1,30,187,49,44,19,3,0,3,0,1,2,1,0,0,2,4,2,0,0,0,9,9,0.9375,0,6
20180404KTWO0,20180404,WO,KT,0,B,0,0,W,0,27,102,33,32,5,3,0,1,0,0,0,0,1,0,0,6,0,0,0,0,2,2,1.2,0,1.5
20180404KTWO0,20180404,KT,WO,0,T,0,0,L,0,24,151,39,36,12,2,0,5,1,0,0,0,3,0,0,8,0,1,0,0,10,10,3,0,4.8
20180404LGOB0,20180404,LG,OB,0,T,0,0,L,0,24,155,40,32,10,1,1,2,3,0,0,1,6,0,1,4,0,1,0,0,6,6,0.5,0,2.571428571
20180404LGOB0,20180404,OB,LG,0,B,0,0,W,1,27,129,39,37,12,0,0,0,1,0,1,0,1,0,0,6,1,0,0,0,3,3,2.4,0,1.2
20180404LTHH0,20180404,LT,HH,0,T,0,0,L,0,24,160,39,31,10,2,1,0,0,1,0,0,6,0,2,10,3,0,0,0,7,7,1.333333333,0,2.25
20180404LTHH0,20180404,HH,LT,0,B,0,0,W,2,27,164,42,37,12,1,0,2,0,1,0,1,2,0,2,8,0,0,0,0,6,5,1.5,0,1.666666667
20180404SSNC0,20180404,NC,SS,0,B,0,0,W,1,27,158,36,31,4,0,0,0,0,0,1,0,4,0,0,9,0,0,0,1,1,1,0.857142857,0,0.6
20180404SSNC0,20180404,SS,NC,0,T,0,0,L,0,24,142,34,31,9,3,0,2,1,0,0,0,3,0,0,8,1,0,0,0,4,4,1.8,0,1.5
20180405KTWO0,20180405,KT,WO,0,T,0,0,L,0,28,166,40,33,7,0,0,1,0,0,1,1,5,1,0,9,0,1,0,0,4,4,9,0,1.666666667
20180405KTWO0,20180405,WO,KT,0,B,0,0,W,1,30,133,37,34,6,2,0,1,0,0,1,0,2,0,0,8,0,0,0,0,3,3,0.857142857,0,2.142857143
20180405SSNC0,20180405,SS,NC,0,T,0,0,W,0,27,140,36,35,7,1,0,1,1,0,0,0,1,0,0,11,0,0,0,0,1,1,0,0,0.272727273
20180405SSNC0,20180405,NC,SS,0,B,0,0,L,0,27,148,39,37,13,2,0,0,1,1,1,0,1,0,0,5,2,1,0,0,4,3,1.363636364,0,1.090909091
20180406LGLT0,20180406,LG,LT,0,T,0,0,W,0,27,145,38,32,9,2,0,1,0,1,0,1,2,0,3,12,2,0,0,0,6,6,1.714285714,0,0.230769231
20180406LGLT0,20180406,LT,LG,0,B,0,0,L,0,27,196,50,40,14,3,0,5,0,0,0,1,8,0,1,4,0,1,0,0,14,14,1.090909091,0,3.375
20180406WOHT0,20180406,HT,WO,0,B,0,0,W,0,27,145,39,39,13,1,0,1,1,1,0,0,0,0,0,13,0,1,0,0,5,5,1.714285714,0,0.9
20180406WOHT0,20180406,WO,HT,0,T,0,0,L,0,24,190,48,40,16,3,0,1,0,0,0,1,6,0,1,9,0,1,0,1,11,9,2.5,0,5
20180407HHKT0,20180407,HH,KT,0,T,0,0,L,0,24,193,42,31,10,4,0,0,1,1,0,0,10,0,1,9,2,2,0,0,10,10,5,0,1.363636364
20180407HHKT0,20180407,KT,HH,0,B,0,0,W,0,27,127,36,35,8,2,1,0,1,0,0,0,1,0,0,10,1,0,0,0,2,2,0.857142857,0,2.142857143
20180407LGLT0,20180407,LT,LG,0,B,0,0,W,0,27,168,37,32,9,1,0,1,0,1,0,0,4,0,1,11,3,0,0,0,2,2,0.428571429,0,0.25
20180407LGLT0,20180407,LG,LT,0,T,0,0,L,0,24,173,43,33,13,1,0,2,0,1,1,2,5,0,2,5,0,0,0,0,7,7,1.5,0,3.428571429
20180407NCOB0,20180407,NC,OB,0,T,0,0,L,0,24,162,41,30,7,1,0,1,2,0,2,0,8,0,1,7,0,1,0,0,6,5,2.333333333,0,1.5
20180407NCOB0,20180407,OB,NC,0,B,0,0,W,1,27,145,38,36,8,2,1,1,1,0,0,0,2,0,0,11,0,1,0,0,3,3,1.285714286,0,1.5
20180407SSSK0,20180407,SK,SS,0,B,0,0,W,0,36,181,48,44,9,2,0,0,1,0,2,1,1,1,0,12,0,0,0,0,3,1,1,0,1.5
20180407SSSK0,20180407,SS,SK,0,T,0,0,L,0,35,168,46,40,7,1,0,2,1,0,1,0,5,0,0,12,1,0,0,0,4,4,0,0,1.090909091
20180407WOHT0,20180407,HT,WO,0,B,0,0,W,0,27,150,38,35,10,1,0,0,0,0,0,0,3,1,0,6,1,0,0,0,1,1,2.25,0,1.333333333
20180407WOHT0,20180407,WO,HT,0,T,0,0,L,0,24,113,34,30,9,1,0,1,0,1,1,0,3,1,0,6,2,0,0,0,5,5,2,0,1.875
20180408HHKT0,20180408,HH,KT,0,T,0,0,W,0,30,199,47,40,10,1,0,2,1,0,0,0,7,0,0,6,0,0,0,0,8,8,2.571428571,0,2.625
20180408HHKT0,20180408,KT,HH,0,B,0,0,L,0,30,201,49,41,14,2,0,1,2,1,0,1,7,1,0,12,1,2,0,0,12,7,3.333333333,0,3.375
20180408LGLT0,20180408,LT,LG,0,B,0,0,L,0,27,129,36,30,7,2,0,0,0,1,2,0,4,0,0,6,1,0,0,0,4,3,1.285714286,0,2.142857143
20180408LGLT0,20180408,LG,LT,0,T,0,0,W,0,27,133,38,37,7,2,0,1,1,0,0,0,1,0,0,9,1,0,0,0,2,2,0.666666667,0,2.5
20180408NCOB0,20180408,OB,NC,0,B,0,0,W,1,27,176,43,37,13,2,0,1,1,0,1,1,3,0,1,11,1,0,0,0,10,10,2.25,0,2.625
20180408NCOB0,20180408,NC,OB,0,T,0,0,L,1,25,205,52,38,14,4,0,0,1,0,1,1,12,2,0,9,0,0,0,0,11,10,3,0,7.8
20180408SSSK0,20180408,SK,SS,0,B,0,0,L,0,27,184,47,38,11,3,0,3,1,0,0,1,8,0,0,6,1,1,0,0,12,9,2.625,0,3
20180408SSSK0,20180408,SS,SK,0,T,0,0,W,0,27,144,39,35,10,1,0,0,0,0,0,0,4,0,0,4,1,0,0,0,4,4,2.1,0,1.666666667
20180408WOHT0,20180408,HT,WO,0,B,0,0,W,1,27,149,42,38,13,2,1,1,0,0,1,1,2,1,0,6,0,1,0,0,3,3,0.461538462,0,2.625
20180408WOHT0,20180408,WO,HT,0,T,0,0,L,0,24,110,31,31,9,1,0,2,0,1,0,0,0,0,0,7,1,0,0,0,4,4,1.5,0,1
20180410HTHH0,20180410,HH,HT,0,B,0,0,W,0,27,118,34,33,8,1,1,0,0,0,0,0,1,0,0,4,2,0,0,0,3,3,1.2,0,0.545454545
20180410HTHH0,20180410,HT,HH,0,T,0,0,L,0,24,142,36,30,7,0,0,2,1,0,0,0,4,0,2,8,0,0,0,0,4,4,0,0,4.2
20180410KTNC0,20180410,KT,NC,0,T,0,0,W,0,27,146,36,33,5,0,0,1,2,0,0,0,2,0,1,10,0,0,0,0,4,3,1.5,0,1.5
20180410KTNC0,20180410,NC,KT,0,B,0,0,L,1,27,125,35,34,8,0,0,2,1,0,0,0,1,0,0,7,1,0,0,0,5,5,0,0,2.5
20180410OBSS0,20180410,SS,OB,0,B,0,0,L,0,27,178,42,38,12,3,0,1,1,0,2,0,1,0,1,7,1,1,0,2,8,4,1.875,0,1.666666667
20180410OBSS0,20180410,OB,SS,0,T,0,0,W,0,27,121,32,31,4,2,0,1,0,0,0,0,1,0,0,11,0,0,0,0,1,1,0,0,1
20180410SKLG0,20180410,LG,SK,0,B,0,0,L,0,27,173,43,37,12,2,0,1,1,1,0,1,3,0,2,9,1,0,0,0,4,4,1.125,0,1.363636364
20180410SKLG0,20180410,SK,LG,0,T,0,0,W,0,27,172,36,32,6,1,0,0,1,0,0,0,3,0,1,13,1,1,0,1,1,1,0.666666667,0,0.9
20180410WOLT0,20180410,WO,LT,0,T,0,0,L,0,24,137,38,34,11,3,0,2,0,0,0,0,3,0,1,5,0,0,0,0,4,4,1.333333333,0,3
20180410WOLT0,20180410,LT,WO,0,B,0,0,W,0,27,161,38,29,6,2,0,1,1,1,2,0,7,0,0,11,0,1,0,0,3,3,0.9,0,1.333333333
20180411HTHH0,20180411,HH,HT,0,B,0,0,W,1,27,149,37,33,7,0,0,1,1,0,1,0,3,0,0,10,1,1,0,0,4,4,0.75,0,1.5
20180411HTHH0,20180411,HT,HH,0,T,0,0,L,0,24,144,37,31,11,1,0,0,2,1,0,1,3,0,2,3,0,0,0,0,6,6,1.8,0,0.75
20180411KTNC0,20180411,NC,KT,0,B,0,0,L,0,27,232,51,47,21,4,1,2,4,2,0,0,4,0,0,7,2,0,0,0,12,10,2.142857143,0,2.1
20180411KTNC0,20180411,KT,NC,0,T,0,0,W,0,27,141,34,31,7,1,0,3,1,1,1,0,1,0,1,10,1,0,0,0,4,4,0.6,0,0.272727273
20180411OBSS0,20180411,SS,OB,0,B,0,0,L,1,27,189,44,38,10,4,0,1,2,0,0,0,5,0,1,10,1,1,0,0,7,6,1.666666667,0,1.666666667
20180411OBSS0,20180411,OB,SS,0,T,0,0,W,4,27,179,43,41,14,2,1,2,0,0,0,0,0,0,2,8,0,0,0,0,6,6,1.285714286,0,1.666666667
20180411SKLG0,20180411,LG,SK,0,B,0,0,W,1,27,112,28,26,3,0,0,0,0,1,0,0,1,0,1,6,3,0,0,0,0,0,0,0,0.333333333
20180411SKLG0,20180411,SK,LG,0,T,0,0,L,0,24,113,30,29,7,1,0,2,0,0,0,0,1,0,0,5,2,0,0,0,3,3,0,0,0.333333333
20180411WOLT0,20180411,LT,WO,0,B,0,0,W,0,27,121,30,29,2,1,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0.75
20180411WOLT0,20180411,WO,LT,0,T,0,0,L,0,24,158,45,38,17,4,0,0,1,0,0,2,4,0,1,7,1,0,0,0,12,12,3.25,0,3.428571429
20180412HTHH0,20180412,HT,HH,0,T,0,0,L,0,24,160,44,40,17,6,0,2,0,0,0,0,3,0,1,7,1,0,0,0,15,15,3,0,2.625
20180412HTHH0,20180412,HH,HT,0,B,0,0,W,0,27,164,37,34,7,0,0,2,1,0,0,0,3,0,0,11,0,2,0,0,4,4,0.857142857,0,1
20180412KTNC0,20180412,NC,KT,0,B,0,0,L,0,27,152,43,40,13,2,0,4,2,0,0,0,2,0,1,7,0,0,2,0,7,6,0.666666667,0,1.090909091
20180412KTNC0,20180412,KT,NC,0,T,0,0,W,1,27,120,35,33,6,1,0,1,0,0,0,0,2,0,0,8,2,1,0,1,2,2,0.6,0,1.714285714
20180412OBSS0,20180412,SS,OB,0,B,0,0,L,0,27,162,43,42,17,3,0,6,0,1,0,0,1,0,0,6,1,0,0,0,9,9,2.4,0,1.8
20180412OBSS0,20180412,OB,SS,0,T,0,0,W,0,27,150,38,33,7,0,1,0,0,0,0,0,3,0,2,5,1,2,0,0,3,3,1.8,0,1.875
20180412SKLG0,20180412,LG,SK,0,B,0,0,W,2,27,129,36,33,7,3,0,0,2,0,1,0,1,1,1,10,1,0,0,0,4,4,1.2,0,1
20180412SKLG0,20180412,SK,LG,0,T,0,0,L,0,26,131,37,34,9,1,0,0,1,0,0,0,2,0,1,7,1,1,0,0,5,4,1.5,0,1.125
20180412WOLT0,20180412,WO,LT,0,T,0,0,W,2,27,161,39,36,9,1,0,0,0,0,0,0,3,0,0,9,0,1,0,0,3,3,1.333333333,0,1.875
20180412WOLT0,20180412,LT,WO,0,B,0,0,L,0,27,162,40,36,9,1,0,1,0,0,0,0,4,0,0,12,0,0,0,0,5,4,2.4,0,2.25
20180413KTLG0,20180413,LG,KT,0,B,0,0,W,2,27,128,36,32,5,0,0,1,1,0,0,0,4,0,0,6,0,0,0,0,1,1,0,0,1
